species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,41.2,16.8,197.0,4241.0,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.7,15.5,219.0,4327.0,male,parental,chick,healthy,2023
Gentoo,Biscoe,42.4,18.2,189.0,4652.0,male,parental,chick,overweight,2023
Gentoo,Biscoe,37.5,17.5,198.0,4384.0,male,parental,chick,healthy,2023
Gentoo,Biscoe,36.0,18.9,197.0,4797.0,male,parental,chick,overweight,2023
Gentoo,Biscoe,31.0,18.9,195.0,4189.0,male,parental,chick,healthy,2023
Gentoo,Biscoe,38.6,18.5,223.0,5334.0,female,squid,adult,healthy,2023
Gentoo,Biscoe,47.7,21.2,236.0,5584.0,female,squid,adult,healthy,2023
Gentoo,Biscoe,38.4,22.5,207.0,6130.0,female,squid,adult,overweight,2023
Gentoo,Biscoe,31.9,20.2,215.0,5402.0,female,squid,adult,healthy,2023
Gentoo,Biscoe,52.3,23.4,242.0,6200.0,female,squid,adult,overweight,2023
Gentoo,Biscoe,35.2,20.2,199.0,4404.0,female,squid,juvenile,healthy,2023
Gentoo,Biscoe,58.4,18.0,242.0,5232.0,female,squid,adult,healthy,2023
Gentoo,Biscoe,57.1,20.8,218.0,6399.0,male,squid,juvenile,overweight,2023
Gentoo,Biscoe,37.3,25.4,254.0,5038.0,male,squid,adult,underweight,2023
Gentoo,Biscoe,64.0,23.3,258.0,5697.0,male,squid,adult,underweight,2023
Gentoo,Biscoe,58.0,20.8,253.0,7819.0,male,squid,adult,overweight,2023
Gentoo,Biscoe,37.5,15.3,218.0,5863.0,male,squid,juvenile,overweight,2023
Gentoo,Biscoe,46.5,23.2,218.0,5188.0,male,squid,juvenile,healthy,2023
Gentoo,Biscoe,48.5,23.9,240.0,6652.0,male,squid,adult,healthy,2023
Gentoo,Biscoe,58.8,23.4,226.0,6762.0,male,squid,adult,healthy,2023
Gentoo,Biscoe,34.2,19.0,212.0,5361.0,male,squid,juvenile,healthy,2023
Adelie,Biscoe,40.8,21.2,219.0,5687.0,female,fish,adult,overweight,2024
Adelie,Biscoe,48.7,18.8,252.0,4677.0,female,fish,adult,healthy,2024
Adelie,Biscoe,50.3,18.5,232.0,5819.0,female,fish,adult,overweight,2024
Adelie,Biscoe,57.7,20.9,207.0,5760.0,female,fish,adult,overweight,2024
Adelie,Biscoe,53.4,17.5,212.0,4520.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,57.4,18.7,244.0,5356.0,female,fish,adult,overweight,2024
Adelie,Biscoe,35.6,16.3,216.0,4674.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,42.4,15.3,213.0,5120.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,53.3,15.9,222.0,5513.0,female,fish,adult,overweight,2024
Adelie,Biscoe,51.7,19.2,188.0,4981.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,58.9,18.2,234.0,5148.0,female,fish,adult,overweight,2024
Adelie,Biscoe,44.0,13.6,231.0,4487.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,39.5,20.6,209.0,4553.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,65.8,19.2,235.0,5510.0,female,fish,adult,overweight,2024
Adelie,Biscoe,53.1,17.0,235.0,5176.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,51.8,13.8,209.0,5530.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,36.5,18.2,188.0,4657.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,45.4,15.9,173.0,4530.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,47.0,15.9,235.0,5221.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,38.3,19.8,249.0,5803.0,female,fish,adult,overweight,2024
Adelie,Biscoe,46.3,17.2,201.0,4908.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,50.4,17.1,244.0,5339.0,female,fish,adult,overweight,2024
Adelie,Biscoe,45.2,14.2,229.0,4528.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,48.2,17.3,201.0,4580.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,49.5,17.2,219.0,4545.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,39.5,22.2,186.0,5311.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,51.6,12.5,212.0,4976.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,48.5,17.3,186.0,5065.0,female,fish,juvenile,overweight,2024
Adelie,Biscoe,56.3,14.4,220.0,6025.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,58.2,17.0,237.0,5682.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,64.7,21.4,235.0,7687.0,male,fish,adult,overweight,2024
Adelie,Biscoe,63.7,20.7,256.0,7543.0,male,fish,adult,overweight,2024
Adelie,Biscoe,46.5,20.8,227.0,6100.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,59.6,22.5,258.0,6317.0,male,fish,adult,overweight,2024
Adelie,Biscoe,62.5,19.8,242.0,8128.0,male,fish,adult,overweight,2024
Adelie,Biscoe,50.9,18.7,236.0,5740.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,44.1,20.9,266.0,7523.0,male,fish,adult,overweight,2024
Adelie,Biscoe,64.0,21.5,270.0,6112.0,male,fish,adult,overweight,2024
Adelie,Biscoe,62.3,14.8,235.0,5695.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,53.7,17.9,208.0,6655.0,male,fish,adult,overweight,2024
Adelie,Biscoe,69.0,18.1,268.0,7609.0,male,fish,adult,overweight,2024
Adelie,Biscoe,48.6,15.8,240.0,5739.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,52.0,15.6,214.0,7029.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,71.2,16.2,244.0,6146.0,male,fish,adult,overweight,2024
Adelie,Biscoe,60.1,21.7,274.0,5747.0,male,fish,adult,healthy,2024
Adelie,Biscoe,55.0,19.9,226.0,5914.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,51.2,21.2,243.0,5886.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,49.3,16.9,278.0,6777.0,male,fish,adult,overweight,2024
Adelie,Biscoe,44.8,19.5,241.0,5410.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,54.4,18.8,288.0,6292.0,male,fish,adult,overweight,2024
Adelie,Biscoe,41.5,17.4,251.0,6193.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,53.0,19.6,217.0,5041.0,male,fish,juvenile,healthy,2024
Adelie,Biscoe,59.6,17.2,244.0,6561.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,55.9,18.7,217.0,5862.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,56.3,18.5,211.0,5416.0,male,fish,juvenile,overweight,2024
Adelie,Biscoe,35.5,18.8,190.0,3677.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,28.7,14.2,185.0,4481.0,female,krill,juvenile,overweight,2024
Adelie,Biscoe,25.4,16.6,161.0,4745.0,female,krill,juvenile,overweight,2024
Adelie,Biscoe,30.4,19.1,209.0,5796.0,male,krill,adult,healthy,2024
Adelie,Biscoe,33.0,15.7,205.0,3580.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,26.5,15.5,179.0,3656.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,23.9,19.1,175.0,3688.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,31.3,18.2,171.0,4264.0,female,krill,juvenile,healthy,2024
Adelie,Biscoe,26.2,19.4,188.0,5090.0,female,krill,adult,overweight,2024
Adelie,Biscoe,24.1,17.5,207.0,4517.0,female,krill,juvenile,overweight,2024
Adelie,Biscoe,29.0,13.3,175.0,3500.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,35.7,18.0,186.0,4701.0,female,krill,adult,healthy,2024
Adelie,Biscoe,22.8,23.5,195.0,3156.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,21.8,17.4,165.0,3636.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,21.7,17.8,189.0,4058.0,female,krill,juvenile,healthy,2024
Adelie,Biscoe,27.0,15.2,188.0,4762.0,female,krill,adult,healthy,2024
Adelie,Biscoe,27.1,16.5,167.0,3424.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,30.1,18.3,201.0,4530.0,female,krill,adult,healthy,2024
Adelie,Biscoe,30.9,15.5,170.0,3010.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,24.3,18.1,174.0,4034.0,female,krill,juvenile,healthy,2024
Adelie,Biscoe,24.5,18.1,201.0,4441.0,female,krill,adult,healthy,2024
Adelie,Biscoe,23.1,15.6,188.0,4272.0,female,krill,juvenile,healthy,2024
Adelie,Biscoe,31.4,16.1,195.0,4074.0,female,krill,adult,underweight,2024
Adelie,Biscoe,30.9,16.8,221.0,4335.0,female,krill,adult,healthy,2024
Adelie,Biscoe,35.9,17.0,207.0,3710.0,female,krill,adult,underweight,2024
Adelie,Biscoe,24.5,16.3,181.0,3453.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,31.6,16.0,175.0,3757.0,female,krill,juvenile,healthy,2024
Adelie,Biscoe,37.4,17.7,202.0,4714.0,female,krill,adult,healthy,2024
Adelie,Biscoe,28.2,13.6,188.0,3444.0,female,krill,juvenile,underweight,2024
Adelie,Biscoe,22.3,15.8,187.0,5209.0,male,krill,juvenile,overweight,2024
Adelie,Biscoe,30.9,21.2,187.0,6064.0,male,krill,juvenile,overweight,2024
Adelie,Biscoe,29.5,22.1,241.0,4847.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,27.3,17.8,181.0,4791.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,29.6,17.2,186.0,4696.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,32.8,17.6,190.0,4868.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,38.4,16.5,186.0,4337.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,23.8,15.7,213.0,3720.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,33.8,19.1,215.0,5264.0,male,krill,adult,healthy,2024
Adelie,Biscoe,38.0,21.2,239.0,4592.0,male,krill,adult,underweight,2024
Adelie,Biscoe,25.4,15.7,219.0,5139.0,male,krill,juvenile,overweight,2024
Adelie,Biscoe,27.3,18.2,195.0,4419.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,25.9,15.8,190.0,4050.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,18.8,19.1,170.0,4329.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,33.5,18.0,191.0,5060.0,male,krill,adult,underweight,2024
Adelie,Biscoe,24.0,21.2,207.0,5833.0,male,krill,adult,healthy,2024
Adelie,Biscoe,37.5,20.1,202.0,4967.0,male,krill,adult,underweight,2024
Adelie,Biscoe,20.8,15.9,207.0,4934.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,28.0,21.5,211.0,4757.0,male,krill,juvenile,healthy,2024
Adelie,Biscoe,25.0,18.3,225.0,4235.0,male,krill,juvenile,underweight,2024
Adelie,Biscoe,35.3,9.7,170.0,3342.0,female,parental,chick,overweight,2024
Adelie,Biscoe,32.1,18.1,179.0,2903.0,female,parental,chick,healthy,2024
Adelie,Biscoe,30.2,13.7,143.0,2840.0,female,parental,chick,healthy,2024
Adelie,Biscoe,34.2,16.7,185.0,2791.0,female,parental,chick,underweight,2024
Adelie,Biscoe,21.7,16.9,168.0,3017.0,female,parental,chick,healthy,2024
Adelie,Biscoe,32.9,16.8,174.0,2797.0,female,parental,chick,underweight,2024
Adelie,Biscoe,36.9,12.2,165.0,2857.0,female,parental,chick,healthy,2024
Adelie,Biscoe,24.3,17.0,174.0,3160.0,female,parental,chick,healthy,2024
Adelie,Biscoe,28.7,14.1,173.0,3090.0,female,parental,chick,healthy,2024
Adelie,Biscoe,20.8,14.8,159.0,2731.0,female,parental,chick,underweight,2024
Adelie,Biscoe,28.4,14.8,166.0,3145.0,female,parental,chick,healthy,2024
Adelie,Biscoe,27.3,13.8,175.0,3007.0,female,parental,chick,healthy,2024
Adelie,Biscoe,39.1,14.4,185.0,3227.0,female,parental,chick,overweight,2024
Adelie,Biscoe,28.2,15.3,166.0,3284.0,female,parental,chick,overweight,2024
Adelie,Biscoe,32.0,13.1,157.0,2678.0,female,parental,chick,underweight,2024
Adelie,Biscoe,37.3,11.7,174.0,3153.0,female,parental,chick,healthy,2024
Adelie,Biscoe,19.6,16.8,167.0,3327.0,female,parental,chick,overweight,2024
Adelie,Biscoe,31.2,15.6,178.0,3042.0,female,parental,chick,healthy,2024
Adelie,Biscoe,25.0,11.3,162.0,3138.0,female,parental,chick,healthy,2024
Adelie,Biscoe,25.1,15.8,156.0,3045.0,female,parental,chick,healthy,2024
Adelie,Biscoe,28.7,15.2,203.0,3860.0,male,parental,chick,overweight,2024
Adelie,Biscoe,27.8,14.7,176.0,3108.0,male,parental,chick,underweight,2024
Adelie,Biscoe,39.1,13.5,207.0,3598.0,male,parental,chick,healthy,2024
Adelie,Biscoe,48.6,14.4,178.0,3868.0,male,parental,chick,overweight,2024
Adelie,Biscoe,37.3,13.3,187.0,3323.0,male,parental,chick,underweight,2024
Adelie,Biscoe,27.4,16.5,184.0,3379.0,male,parental,chick,underweight,2024
Adelie,Biscoe,28.3,18.4,186.0,4125.0,male,parental,chick,overweight,2024
Adelie,Biscoe,37.9,15.7,183.0,3257.0,male,parental,chick,underweight,2024
Adelie,Biscoe,31.3,16.9,197.0,3825.0,male,parental,chick,overweight,2024
Adelie,Biscoe,27.2,15.3,203.0,3811.0,male,parental,chick,overweight,2024
Adelie,Biscoe,42.2,14.6,188.0,3694.0,male,parental,chick,healthy,2024
Adelie,Biscoe,40.0,17.9,188.0,3902.0,male,parental,chick,overweight,2024
Adelie,Biscoe,25.7,16.2,199.0,3490.0,male,parental,chick,healthy,2024
Adelie,Biscoe,35.2,17.8,188.0,3552.0,male,parental,chick,healthy,2024
Adelie,Biscoe,37.5,18.7,199.0,3480.0,male,parental,chick,healthy,2024
Adelie,Biscoe,34.6,18.7,191.0,3581.0,male,parental,chick,healthy,2024
Adelie,Biscoe,38.0,17.4,185.0,4161.0,male,parental,chick,overweight,2024
Adelie,Biscoe,27.4,15.5,189.0,3664.0,male,parental,chick,healthy,2024
Adelie,Biscoe,26.4,13.6,207.0,3653.0,male,parental,chick,healthy,2024
Adelie,Biscoe,38.4,18.0,187.0,3049.0,male,parental,chick,underweight,2024
Adelie,Biscoe,32.8,11.6,182.0,3572.0,male,parental,chick,healthy,2024
Adelie,Biscoe,36.1,14.5,211.0,3479.0,male,parental,chick,healthy,2024
Adelie,Biscoe,41.8,18.4,224.0,5171.0,female,squid,adult,overweight,2024
Adelie,Biscoe,39.1,18.0,189.0,4922.0,female,squid,adult,healthy,2024
Adelie,Biscoe,51.8,20.0,239.0,5157.0,male,squid,adult,healthy,2024
Adelie,Biscoe,53.8,18.5,213.0,4532.0,male,squid,adult,underweight,2024
Adelie,Biscoe,47.2,18.3,190.0,6216.0,male,squid,juvenile,overweight,2024
Adelie,Biscoe,55.5,23.7,244.0,5130.0,male,squid,adult,healthy,2024
Adelie,Biscoe,44.1,21.1,232.0,5219.0,male,squid,adult,healthy,2024
Adelie,Dream,48.3,19.6,203.0,4202.0,female,fish,juvenile,healthy,2024
Adelie,Dream,56.2,16.0,194.0,4854.0,female,fish,juvenile,overweight,2024
Adelie,Dream,51.7,16.2,213.0,4856.0,female,fish,juvenile,overweight,2024
Adelie,Dream,66.0,16.4,246.0,4819.0,female,fish,adult,healthy,2024
Adelie,Dream,46.6,19.1,213.0,5626.0,female,fish,juvenile,overweight,2024
Adelie,Dream,54.9,19.3,237.0,5424.0,female,fish,adult,overweight,2024
Adelie,Dream,48.3,21.3,207.0,6426.0,female,fish,adult,overweight,2024
Adelie,Dream,66.4,18.1,257.0,5146.0,female,fish,adult,overweight,2024
Adelie,Dream,33.3,15.7,263.0,4979.0,female,fish,juvenile,overweight,2024
Adelie,Dream,55.4,20.5,223.0,5438.0,female,fish,adult,overweight,2024
Adelie,Dream,65.0,19.4,256.0,5920.0,male,fish,adult,healthy,2024
Adelie,Dream,35.8,18.9,240.0,5470.0,male,fish,juvenile,overweight,2024
Adelie,Dream,53.7,16.6,219.0,5711.0,male,fish,juvenile,overweight,2024
Adelie,Dream,48.6,18.4,258.0,7273.0,male,fish,adult,overweight,2024
Adelie,Dream,65.9,23.8,254.0,6318.0,male,fish,adult,overweight,2024
Adelie,Dream,78.4,18.9,259.0,5445.0,male,fish,adult,healthy,2024
Adelie,Dream,46.7,16.8,228.0,5368.0,male,fish,juvenile,overweight,2024
Adelie,Dream,50.7,15.8,256.0,5228.0,male,fish,juvenile,overweight,2024
Adelie,Dream,30.0,21.8,197.0,4685.0,male,krill,juvenile,healthy,2024
Adelie,Dream,37.0,18.6,213.0,4592.0,male,krill,adult,underweight,2024
Adelie,Dream,41.4,19.3,182.0,3983.0,female,krill,adult,underweight,2024
Adelie,Dream,26.2,21.4,187.0,3548.0,female,krill,juvenile,underweight,2024
Adelie,Dream,19.6,15.9,169.0,3981.0,female,krill,juvenile,healthy,2024
Adelie,Dream,23.6,18.2,216.0,5734.0,female,krill,adult,overweight,2024
Adelie,Dream,28.4,19.1,204.0,3741.0,female,krill,adult,underweight,2024
Adelie,Dream,31.3,15.7,187.0,3346.0,female,krill,juvenile,underweight,2024
Adelie,Dream,29.8,23.4,198.0,3842.0,female,krill,adult,underweight,2024
Adelie,Dream,26.6,19.0,202.0,3403.0,female,krill,juvenile,underweight,2024
Adelie,Dream,25.2,18.4,191.0,3861.0,female,krill,juvenile,healthy,2024
Adelie,Dream,31.8,21.2,155.0,3879.0,female,krill,juvenile,healthy,2024
Adelie,Dream,27.1,20.4,178.0,3665.0,female,krill,juvenile,underweight,2024
Adelie,Dream,30.8,17.2,179.0,3413.0,female,krill,juvenile,underweight,2024
Adelie,Dream,21.2,16.4,187.0,3960.0,female,krill,juvenile,healthy,2024
Adelie,Dream,21.3,16.4,181.0,4037.0,female,krill,juvenile,healthy,2024
Adelie,Dream,32.4,15.9,165.0,3792.0,female,krill,juvenile,healthy,2024
Adelie,Dream,34.0,16.6,191.0,4299.0,female,krill,juvenile,healthy,2024
Adelie,Dream,27.9,16.0,172.0,3122.0,female,krill,juvenile,underweight,2024
Adelie,Dream,35.4,16.7,207.0,4026.0,female,krill,adult,underweight,2024
Adelie,Dream,25.6,12.2,186.0,4508.0,female,krill,juvenile,overweight,2024
Adelie,Dream,24.2,19.1,179.0,4040.0,female,krill,juvenile,healthy,2024
Adelie,Dream,22.0,13.7,187.0,4630.0,female,krill,adult,healthy,2024
Adelie,Dream,28.4,17.7,172.0,3923.0,female,krill,juvenile,healthy,2024
Adelie,Dream,31.8,18.9,175.0,4698.0,female,krill,juvenile,overweight,2024
Adelie,Dream,25.7,17.9,199.0,3765.0,female,krill,juvenile,healthy,2024
Adelie,Dream,30.6,18.7,209.0,4706.0,female,krill,adult,healthy,2024
Adelie,Dream,35.8,20.3,211.0,5245.0,male,krill,adult,healthy,2024
Adelie,Dream,32.4,17.6,195.0,4325.0,male,krill,juvenile,underweight,2024
Adelie,Dream,29.9,16.6,193.0,3932.0,male,krill,juvenile,underweight,2024
Adelie,Dream,30.2,19.7,169.0,3705.0,male,krill,juvenile,underweight,2024
Adelie,Dream,27.6,19.9,204.0,5210.0,male,krill,adult,healthy,2024
Adelie,Dream,33.5,18.6,176.0,4418.0,male,krill,juvenile,underweight,2024
Adelie,Dream,31.0,19.3,221.0,4589.0,male,krill,adult,underweight,2024
Adelie,Dream,18.4,17.9,176.0,4277.0,male,krill,juvenile,underweight,2024
Adelie,Dream,35.0,19.9,192.0,4937.0,male,krill,juvenile,healthy,2024
Adelie,Dream,23.8,19.1,232.0,5408.0,male,krill,adult,healthy,2024
Adelie,Dream,36.0,18.1,246.0,4476.0,male,krill,adult,underweight,2024
Adelie,Dream,26.2,19.2,205.0,4923.0,male,krill,juvenile,healthy,2024
Adelie,Dream,27.3,21.4,216.0,4837.0,male,krill,juvenile,healthy,2024
Adelie,Dream,35.2,18.0,202.0,4898.0,male,krill,juvenile,healthy,2024
Adelie,Dream,30.1,14.3,163.0,4142.0,male,krill,juvenile,underweight,2024
Adelie,Dream,18.8,18.6,197.0,4198.0,male,krill,juvenile,underweight,2024
Adelie,Dream,27.6,22.5,191.0,4053.0,male,krill,juvenile,underweight,2024
Adelie,Dream,29.0,16.2,200.0,4942.0,male,krill,juvenile,healthy,2024
Adelie,Dream,30.2,16.1,206.0,4529.0,male,krill,juvenile,healthy,2024
Adelie,Dream,28.6,18.6,197.0,4912.0,male,krill,juvenile,healthy,2024
Adelie,Dream,37.0,18.9,196.0,4276.0,male,krill,juvenile,underweight,2024
Adelie,Dream,29.6,19.1,182.0,4816.0,male,krill,juvenile,healthy,2024
Adelie,Dream,27.8,21.6,225.0,5063.0,male,krill,adult,underweight,2024
Adelie,Dream,25.8,17.7,218.0,5392.0,male,krill,juvenile,overweight,2024
Adelie,Dream,23.4,17.7,209.0,4263.0,male,krill,juvenile,underweight,2024
Adelie,Dream,29.5,17.3,204.0,4979.0,male,krill,juvenile,healthy,2024
Adelie,Dream,33.7,15.0,190.0,4382.0,male,krill,juvenile,underweight,2024
Adelie,Dream,28.3,16.9,198.0,4692.0,male,krill,juvenile,healthy,2024
Adelie,Dream,22.4,19.7,188.0,4568.0,male,krill,juvenile,healthy,2024
Adelie,Dream,25.2,20.3,209.0,4853.0,male,krill,juvenile,healthy,2024
Adelie,Dream,31.3,19.0,236.0,5498.0,male,krill,adult,healthy,2024
Adelie,Dream,29.2,17.5,232.0,4941.0,male,krill,adult,underweight,2024
Adelie,Dream,23.5,18.5,179.0,4297.0,male,krill,juvenile,underweight,2024
Adelie,Dream,25.9,15.4,215.0,4433.0,male,krill,juvenile,underweight,2024
Adelie,Dream,28.4,19.3,193.0,4789.0,male,krill,juvenile,healthy,2024
Adelie,Dream,27.6,17.5,221.0,4390.0,male,krill,juvenile,underweight,2024
Adelie,Dream,34.2,15.4,183.0,4943.0,male,krill,juvenile,healthy,2024
Adelie,Dream,33.6,19.4,209.0,4545.0,male,krill,juvenile,healthy,2024
Adelie,Dream,31.7,18.0,231.0,4358.0,male,krill,juvenile,underweight,2024
Adelie,Dream,48.1,17.6,207.0,5155.0,male,krill,adult,healthy,2024
Adelie,Dream,28.1,11.9,172.0,3060.0,female,parental,chick,healthy,2024
Adelie,Dream,27.1,15.6,185.0,3122.0,female,parental,chick,healthy,2024
Adelie,Dream,30.6,14.1,156.0,2961.0,female,parental,chick,healthy,2024
Adelie,Dream,33.9,15.2,156.0,2856.0,female,parental,chick,healthy,2024
Adelie,Dream,30.9,14.5,173.0,3167.0,female,parental,chick,healthy,2024
Adelie,Dream,24.5,12.7,172.0,3066.0,female,parental,chick,healthy,2024
Adelie,Dream,33.8,14.4,185.0,2477.0,female,parental,chick,underweight,2024
Adelie,Dream,34.7,16.0,160.0,3385.0,female,parental,chick,overweight,2024
Adelie,Dream,25.6,14.5,159.0,3148.0,female,parental,chick,healthy,2024
Adelie,Dream,34.8,14.0,189.0,2924.0,female,parental,chick,healthy,2024
Adelie,Dream,30.6,11.0,170.0,3121.0,female,parental,chick,healthy,2024
Adelie,Dream,32.4,13.2,162.0,3084.0,female,parental,chick,healthy,2024
Adelie,Dream,32.5,13.5,177.0,3099.0,female,parental,chick,healthy,2024
Adelie,Dream,31.4,16.7,150.0,2826.0,female,parental,chick,healthy,2024
Adelie,Dream,30.9,15.0,190.0,3635.0,male,parental,chick,healthy,2024
Adelie,Dream,33.4,13.8,184.0,3902.0,male,parental,chick,overweight,2024
Adelie,Dream,31.6,17.7,190.0,3647.0,male,parental,chick,healthy,2024
Adelie,Dream,32.7,17.7,188.0,3668.0,male,parental,chick,healthy,2024
Adelie,Dream,36.3,19.2,182.0,3414.0,male,parental,chick,healthy,2024
Adelie,Dream,35.2,16.5,191.0,3293.0,male,parental,chick,underweight,2024
Adelie,Dream,35.0,17.0,191.0,3425.0,male,parental,chick,healthy,2024
Adelie,Dream,37.7,13.1,182.0,3490.0,male,parental,chick,healthy,2024
Adelie,Dream,32.9,14.9,204.0,4075.0,male,parental,chick,overweight,2024
Adelie,Dream,27.6,13.7,179.0,3771.0,male,parental,chick,healthy,2024
Adelie,Dream,31.1,13.1,198.0,3548.0,male,parental,chick,healthy,2024
Adelie,Dream,33.7,17.1,179.0,3926.0,male,parental,chick,overweight,2024
Adelie,Dream,27.8,17.3,187.0,3893.0,male,parental,chick,overweight,2024
Adelie,Dream,30.5,14.2,195.0,3945.0,male,parental,chick,overweight,2024
Adelie,Dream,39.3,17.8,186.0,3394.0,male,parental,chick,underweight,2024
Adelie,Dream,27.7,13.5,169.0,3467.0,male,parental,chick,healthy,2024
Adelie,Dream,32.4,22.0,214.0,4452.0,female,squid,adult,healthy,2024
Adelie,Dream,32.2,19.8,219.0,4437.0,female,squid,adult,healthy,2024
Adelie,Dream,31.8,19.3,197.0,3749.0,female,squid,juvenile,healthy,2024
Adelie,Dream,42.7,20.0,218.0,4866.0,female,squid,adult,healthy,2024
Adelie,Dream,33.4,14.8,193.0,4527.0,female,squid,juvenile,overweight,2024
Adelie,Dream,33.6,20.9,216.0,5069.0,female,squid,adult,overweight,2024
Adelie,Dream,32.7,17.8,166.0,4603.0,female,squid,juvenile,overweight,2024
Adelie,Dream,56.7,17.0,206.0,4030.0,female,squid,adult,underweight,2024
Adelie,Dream,46.1,18.8,254.0,6131.0,male,squid,adult,overweight,2024
Adelie,Dream,34.4,23.3,207.0,4929.0,male,squid,juvenile,healthy,2024
Adelie,Torgensen,54.2,15.0,229.0,6385.0,female,fish,adult,overweight,2024
Adelie,Torgensen,50.6,19.0,227.0,6729.0,female,fish,adult,overweight,2024
Adelie,Torgensen,42.2,20.0,202.0,4654.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,44.4,16.2,204.0,4540.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,56.3,18.0,220.0,4289.0,female,fish,adult,healthy,2024
Adelie,Torgensen,41.1,15.9,202.0,4270.0,female,fish,juvenile,healthy,2024
Adelie,Torgensen,50.0,20.7,228.0,5835.0,female,fish,adult,overweight,2024
Adelie,Torgensen,49.0,19.8,254.0,5244.0,female,fish,adult,overweight,2024
Adelie,Torgensen,58.1,20.1,244.0,5567.0,female,fish,adult,overweight,2024
Adelie,Torgensen,45.5,18.6,258.0,5120.0,female,fish,adult,overweight,2024
Adelie,Torgensen,49.6,22.5,211.0,5684.0,female,fish,adult,overweight,2024
Adelie,Torgensen,55.0,18.4,239.0,4374.0,female,fish,adult,healthy,2024
Adelie,Torgensen,44.4,20.8,237.0,5454.0,female,fish,adult,overweight,2024
Adelie,Torgensen,61.6,14.8,236.0,5825.0,female,fish,adult,overweight,2024
Adelie,Torgensen,51.5,16.9,190.0,5184.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,53.9,16.1,210.0,4896.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,50.2,19.2,221.0,6041.0,female,fish,adult,overweight,2024
Adelie,Torgensen,51.5,15.8,237.0,4856.0,female,fish,adult,healthy,2024
Adelie,Torgensen,45.4,20.3,221.0,5057.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,44.1,17.3,237.0,4876.0,female,fish,juvenile,overweight,2024
Adelie,Torgensen,46.9,23.5,219.0,6284.0,female,fish,adult,overweight,2024
Adelie,Torgensen,37.2,18.6,221.0,4817.0,female,fish,juvenile,overweight,2024
